Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
NanoEthics,2.7,0.804,0.332,-0.5394660645071568,1.2082095363943783,C: Acceptable
Communist and Post-Communist Studies,2.4,0.792,0.41,-0.5402135814779014,1.2054723607248934,C: Acceptable
Etnografia,0.9,1.149,0.396,-0.5404892902611224,1.2044628005371911,C: Acceptable
Domes : Digest of Middle East Studies,1.4,1.172,0.261,-0.5404994195366059,1.2044257102670193,C: Acceptable
International Journal of Political Economy,2.1,0.858,0.409,-0.542413167096591,1.197418159316691,C: Acceptable
Japanese Journal of Political Science,2.1,0.924,0.341,-0.5443478065086581,1.1903341088734456,C: Acceptable
International Organizations Law Review,1.2,1.207,0.265,-0.5445201544714214,1.1897030240033706,C: Acceptable
Contributions to the History of Concepts,0.9,1.316,0.225,-0.5447355960400766,1.1889141436929596,C: Acceptable
Child and Youth Services,1.8,0.905,0.426,-0.5450199180884387,1.1878730443955083,C: Acceptable
Journal of Near Eastern Studies,1.6,1.163,0.215,-0.5465481561463381,1.1822771098642877,C: Acceptable
Karbala International Journal of Modern Science,3.3,0.704,0.283,-0.5470365094524761,1.1804889112815293,C: Acceptable
Yillik: Annual of Istanbul Studies,0.8,1.446,0.116,-0.5470400801393152,1.1804758365320296,C: Acceptable
Experimental Psychology,1.9,0.711,0.587,-0.5493680590553978,1.1719514986272617,C: Acceptable
Journal of Second Language Pronunciation,1.5,0.9,0.49,-0.5501257004905705,1.1691772503041995,C: Acceptable
Disabilities,1.9,0.818,0.48,-0.550520684317276,1.1677309418421706,C: Acceptable
Politics and Policy,2.7,0.704,0.412,-0.5506255876088803,1.167346818472848,C: Acceptable
"Global Security - Health, Science and Policy",3.3,0.585,0.394,-0.5506493149951431,1.1672599361318163,C: Acceptable
Physical Activity Review,2.8,0.708,0.384,-0.5516000895825626,1.1637784940111686,C: Acceptable
Asia and the Pacific Policy Studies,2.8,0.709,0.383,-0.5516108617812717,1.1637390495552333,C: Acceptable
Chaos Theory and Applications,3.2,0.535,0.464,-0.5516266404753677,1.1636812728635113,C: Acceptable
Speculum,1.8,1.007,0.312,-0.553460728140354,1.1569654117810497,C: Acceptable
Moral Philosophy and Politics,2.4,0.777,0.403,-0.5535124157671657,1.1567761476973442,C: Acceptable
Journal of American Folklore,1.4,1.142,0.269,-0.553636670845233,1.156321164078501,C: Acceptable
Journal of Information and Communication Technology,3.4,0.672,0.281,-0.5537415837589479,1.1559370054759894,C: Acceptable
Ethics and Human Research,2.4,0.676,0.501,-0.554259935143438,1.1540389632195616,C: Acceptable
Family and Consumer Sciences Research Journal,2.2,0.708,0.513,-0.5551891677389666,1.150636401202488,C: Acceptable
Journal of Applied School Psychology,2.1,0.709,0.534,-0.5554922010560939,1.1495267870329826,C: Acceptable
IEEE Technology and Society Magazine,3.5,0.588,0.337,-0.5562154808407531,1.1468783604336137,C: Acceptable
Americas,0.7,1.35,0.217,-0.5566994417083975,1.1451062456004488,C: Acceptable
Acta Innovations,3.3,0.715,0.254,-0.5581680723136505,1.1397285751026731,C: Acceptable
Mathematical Intelligencer,0.8,1.249,0.288,-0.560213885709411,1.1322374399574682,C: Acceptable
Hiperboreea,0.6,1.482,0.102,-0.5614728187995819,1.1276276168246329,C: Acceptable
Journal of Evidence-Based Social Work (United States),2.2,0.736,0.475,-0.5616091607891415,1.127128374678759,C: Acceptable
Foundations of Science,2.5,0.861,0.283,-0.5626907394211619,1.1231679686517864,C: Acceptable
Journal of Sistan and Baluchistan Studies,1,1.278,0.209,-0.5636127801269313,1.1197917411079585,C: Acceptable
International Review of Public Policy,2.4,0.772,0.391,-0.5638597863003619,1.1188872809892088,C: Acceptable
English Teaching,2,0.696,0.555,-0.5642101436721394,1.1176043807860219,C: Acceptable
Journal for Multicultural Education,2.2,0.815,0.393,-0.5642956759330593,1.117291188132599,C: Acceptable
Conflict Resolution Quarterly,1.6,0.952,0.393,-0.564465848123561,1.1166680702667928,C: Acceptable
Australian Journal of Anthropology,1.4,1.128,0.265,-0.5644989287386788,1.1165469392980314,C: Acceptable
Journal of Africana Religions,0.9,1.338,0.171,-0.5645513731678979,1.1163549040382625,C: Acceptable
Sadhana - Academy Proceedings in Engineering Sciences,2.9,0.727,0.321,-0.5649729175095194,1.1148113391953853,C: Acceptable
PoLAR: Political and Legal Anthropology Review,1.6,0.85,0.491,-0.565814432449756,1.1117299720691922,C: Acceptable
Latin American Research Review,1.5,0.922,0.442,-0.5662704547266005,1.1100601597040247,C: Acceptable
Journal of Social and Economic Development,3,0.633,0.388,-0.5667272554556013,1.1083874968881176,C: Acceptable
Apunts. Educacion Fisica y Deportes,2.7,0.725,0.364,-0.5673714067948329,1.1060288141528554,C: Acceptable
Journal of Gerontological Social Work,2.8,0.545,0.518,-0.5675874985032967,1.1052375532317882,C: Acceptable
Archaeology in Oceania,1.9,0.869,0.402,-0.567589669464503,1.1052296038441145,C: Acceptable
Staps,0.5,1.334,0.258,-0.568736514589893,1.101030212128956,C: Acceptable
History of European Ideas,0.7,1.22,0.325,-0.5687594731461103,1.1009461450054743,C: Acceptable
History of Education Review,1.1,1.15,0.303,-0.5692837233573255,1.09902650307222,C: Acceptable
Cultural History,0.7,1.428,0.119,-0.5697764161803484,1.097222414522411,C: Acceptable
Rural and Remote Health,2.1,0.697,0.521,-0.5706588633873811,1.093991166110366,C: Acceptable
Novitas-ROYAL,1.9,0.935,0.331,-0.5713598203224657,1.091424478873608,C: Acceptable
Developmental Child Welfare,2.4,0.749,0.398,-0.5734014201081618,1.083948772663665,C: Acceptable
Ayer,0.5,1.315,0.269,-0.5734265400034745,1.0838567913856996,C: Acceptable
Contention,2.3,0.907,0.265,-0.5735601771767287,1.0833674534395579,C: Acceptable
Museum Anthropology,1.1,1.222,0.224,-0.5743421817048069,1.0805039950145932,C: Acceptable
"Sikh Formations: Religion, Culture, Theory",0.9,1.156,0.332,-0.5754394131241035,1.0764862733276839,C: Acceptable
Australian Feminist Studies,1.9,0.86,0.397,-0.576058439756967,1.074219589486982,C: Acceptable
Indonesia and the Malay World,1.9,0.971,0.287,-0.57664231666505,1.0720816130539026,C: Acceptable
Signs and Society,2.2,0.813,0.374,-0.5771227116569105,1.0703225553536428,C: Acceptable
Journal of Italian Cinema and Media Studies,0.4,1.418,0.184,-0.5772756861834618,1.0697624100077652,C: Acceptable
Geohumanities,1.7,0.806,0.493,-0.5772849375607731,1.0697285343288483,C: Acceptable
Partecipazione e Conflitto,2.3,0.757,0.406,-0.5774508817080442,1.06912089824809,C: Acceptable
Social Work Research,2.2,0.731,0.454,-0.5774630656600245,1.0690762843888413,C: Acceptable
Problems and Perspectives in Management,3.3,0.645,0.291,-0.5776046443088625,1.0685578672182827,C: Acceptable
Violence and Gender,3,0.543,0.457,-0.5786063376930479,1.0648899762314796,C: Acceptable
International Journal of Refugee Law,1.5,0.761,0.58,-0.5786083851529618,1.0648824790672953,C: Acceptable
International Journal for the Advancement of Counselling,2.2,0.669,0.51,-0.5804662122318489,1.058079691602316,C: Acceptable
Studies in Agricultural Economics,2.5,0.741,0.37,-0.5815887014809167,1.0539694835641678,C: Acceptable
AAS Open Research,2.9,0.739,0.278,-0.5840691355016174,1.0448869022757963,C: Acceptable
Thesis Eleven,1.7,0.932,0.358,-0.584148768935812,1.0445953092992009,C: Acceptable
Philosophy of Management,2.5,0.816,0.292,-0.5842321278299981,1.044290074841749,C: Acceptable
Social Work with Groups,2.1,0.787,0.409,-0.5850887785411053,1.0411532852095966,C: Acceptable
Journal of Yeungnam Medical Science,2,0.819,0.4,-0.5851139128695841,1.0410612510818462,C: Acceptable
Journal of Deliberative Democracy,2.3,0.715,0.434,-0.5855641694431065,1.0394125509368266,C: Acceptable
Ethnomusicology,1.1,1.068,0.355,-0.5867555175221321,1.0350502031863158,C: Acceptable
Mortality,2.1,0.874,0.32,-0.5872496341260645,1.0332409011917068,C: Acceptable
DiGeSt - Journal of Diversity and Gender Studies,1.2,1.031,0.368,-0.5872883593487397,1.0330991014179887,C: Acceptable
Boletin Academico,0.6,1.306,0.232,-0.5877214206638391,1.0315133649846007,C: Acceptable
Women's Studies in Communication,1.9,0.766,0.47,-0.587894433199577,1.0308798466540858,C: Acceptable
International Journal of Education Through Art,1.3,0.919,0.454,-0.5882369605694249,1.0296256174933132,C: Acceptable
Social Science Japan Journal,2.3,0.883,0.264,-0.5885975731235062,1.0283051659881666,C: Acceptable
Journal of Intercultural Studies,1.9,0.836,0.399,-0.5892603242578489,1.0258783765628519,C: Acceptable
Smith College Studies in Social Work,2.6,0.672,0.402,-0.589730715881046,1.0241559481009774,C: Acceptable
Central and Eastern European Migration Review,1.8,0.928,0.33,-0.5899317905088761,1.0234196750789761,C: Acceptable
Fascism,0.9,1.296,0.167,-0.5922434496591803,1.0149550951028823,C: Acceptable
South African Journal of Communication Disorders,2.2,0.699,0.461,-0.592414284017129,1.0143295525849332,C: Acceptable
Journal of Social Studies Education Research,2.5,0.794,0.298,-0.593784533836507,1.00931212206027,C: Acceptable
Adult Learning,2.3,0.79,0.346,-0.5943259672785067,1.0073295604568713,C: Acceptable
Journal of Indian Philosophy,0.7,1.199,0.301,-0.5960659286616529,1.0009583606712034,C: Acceptable
Social Choice and Welfare,1.6,0.757,0.532,-0.5966281496986634,0.9988996813319972,C: Acceptable
Issues in Science and Technology,1.9,0.996,0.229,-0.5971022475376305,0.997163681855646,C: Acceptable
International Social Security Review,1.7,0.959,0.309,-0.5979000355708602,0.9942424291223636,C: Acceptable
Documenta Praehistorica,1.4,0.846,0.487,-0.5981713976206133,0.9932487853266034,C: Acceptable
Journal of Criminal Justice Education,1.8,0.79,0.452,-0.5982346214651245,0.9930172791860071,C: Acceptable
Arktika: Ekologia i Ekonomika,2,0.885,0.313,-0.598673458105657,0.9914103952992809,C: Acceptable
"Imagination, Cognition and Personality",2.5,0.737,0.346,-0.5986770528477728,0.9913972324668066,C: Acceptable
Gephyra,0.6,1.333,0.187,-0.5990253387043598,0.990121917510778,C: Acceptable
Agricultural History Review,0.8,1.265,0.206,-0.6007674926984614,0.9837426890627589,C: Acceptable
Interdisciplinary Journal for Religion and Transformation in Contemporary Society,0.7,1.255,0.238,-0.6009520318297882,0.9830669639085429,C: Acceptable
Journal of Aging and Environment,2.5,0.689,0.389,-0.6012191730528933,0.9820887754729393,C: Acceptable
Interchange,2.9,0.625,0.361,-0.6018080564563634,0.9799324668040722,C: Acceptable
International Journal of Game-Based Learning,2.6,0.744,0.311,-0.6021312200121101,0.9787491419343063,C: Acceptable
Psychological Record,1.9,0.692,0.519,-0.6023932192108975,0.977789781999466,C: Acceptable
Journal of Intergenerational Relationships,2.5,0.693,0.383,-0.6024859361449937,0.9774502812976901,C: Acceptable
eJournal of eDemocracy and Open Government,2.9,0.688,0.297,-0.6030985421236713,0.9752071079043859,C: Acceptable
Consulting Psychology Journal,2.7,0.59,0.438,-0.6032392260356434,0.9746919669831646,C: Acceptable
Bulletin of the Council for Research in Music Education,1.6,0.894,0.381,-0.6066696610026623,0.9621307764082914,C: Acceptable
Interest Groups and Advocacy,2.2,0.682,0.454,-0.6069152482062385,0.9612315121177482,C: Acceptable
Die Erde,2.9,0.627,0.348,-0.6085598094887323,0.955209637958911,C: Acceptable
REVESCO Revista de Estudios Cooperativos,2.5,0.725,0.34,-0.6095608551386369,0.951544118774466,C: Acceptable
Dialogo Andino,1.1,1.09,0.296,-0.6096304803931127,0.9512891726528505,C: Acceptable
Society,2.1,0.836,0.32,-0.6100901022231285,0.9496061798386135,C: Acceptable
Teaching Exceptional Children,2.3,0.731,0.378,-0.610210010567728,0.9491671126117133,C: Acceptable
Journal of Aesthetics and Culture,0.9,1.252,0.18,-0.6107364245235665,0.9472395477156771,C: Acceptable
International Journal of Discrimination and the Law,2.4,0.824,0.263,-0.6109195639292602,0.9465689479232878,C: Acceptable
SA Journal of Human Resource Management,2.6,0.669,0.37,-0.6111126994870343,0.9458617453174056,C: Acceptable
Japanese Journal of Sociology,2.2,0.845,0.287,-0.6111184651903564,0.9458406330972576,C: Acceptable
Social Psychology,2.3,0.541,0.563,-0.6112224785561502,0.9454597683606772,C: Acceptable
Ulumuna,1.8,0.794,0.426,-0.6117381275298625,0.9435716214956846,C: Acceptable
Social Work in Mental Health,2.1,0.659,0.491,-0.6118544459434014,0.9431456994846635,C: Acceptable
Anthropological Forum,2.1,0.909,0.245,-0.6121001470261596,0.9422460182038201,C: Acceptable
Asian Ethnicity,2.1,0.944,0.21,-0.6124771739809797,0.9408654622460796,C: Acceptable
Al-Ahwal,2.4,0.645,0.436,-0.6126623632521149,0.9401873564812084,C: Acceptable
Review of Faith and International Affairs,1.2,0.976,0.379,-0.6136167229595395,0.9366927867612762,C: Acceptable
Anatolian Studies,0.9,1.265,0.162,-0.6139356488499447,0.9355249789097483,C: Acceptable
"Vestnik Archeologii, Antropologii i Etnografii",0.8,0.9,0.543,-0.6139670803313168,0.9354098865580899,C: Acceptable
Lifestyle Medicine,2.5,0.592,0.463,-0.6142465241966397,0.9343866496563417,C: Acceptable
Technology and Language,2.5,0.827,0.231,-0.6149424794473927,0.9318382770387759,C: Acceptable
International Journal of Agile Systems and Management,2.6,0.704,0.329,-0.6151607493336456,0.9310390403051433,C: Acceptable
Endeavour,1.4,1.13,0.179,-0.615914793621175,0.9282779636228526,C: Acceptable
Holocaust Studies,1.1,1.119,0.257,-0.6160612456419967,0.9277417016731861,C: Acceptable
Journal of Community Practice,2.4,0.707,0.369,-0.6163894253152411,0.9265400093344432,C: Acceptable
Journal of Arabic Literature,0.5,1.302,0.21,-0.6173387761217508,0.9230637806585966,C: Acceptable
Canadian Review of Sociology,1.9,0.751,0.436,-0.6177128705019019,0.9216939628811878,C: Acceptable
Knowledge and Performance Management,3.2,0.638,0.254,-0.6182027518460206,0.919900169096519,C: Acceptable
History of Education Quarterly,1.1,1.018,0.351,-0.6192561136127965,0.9160430844923888,C: Acceptable
Multicultural Education Review,2,0.833,0.33,-0.6195276039748974,0.9150489708565449,C: Acceptable
Conflict and Society,1.2,0.973,0.372,-0.6197027778497308,0.9144075383715459,C: Acceptable
Journal of Multicultural Counseling and Development,2.1,0.698,0.439,-0.6202284446252725,0.9124827094183836,C: Acceptable
Congress and the Presidency,1.3,0.773,0.545,-0.6203152627326434,0.9121648083934351,C: Acceptable
European Journal of Applied Linguistics,1.7,0.811,0.417,-0.6207792361071823,0.9104658815706608,C: Acceptable
Hungarian Geographical Bulletin,2.8,0.627,0.35,-0.621088813579788,0.9093323047302678,C: Acceptable
Estudios Sobre el Mensaje Periodistico,2.1,0.785,0.352,-0.6211656259129679,0.9090510417520012,C: Acceptable
FWU Journal of Social Sciences,2.3,0.79,0.302,-0.6212468018183094,0.90875380072371,C: Acceptable
Phronesis,0.8,1.201,0.234,-0.6221042093318238,0.9056142399154952,C: Acceptable
Central Asian Affairs,1.7,0.872,0.352,-0.6238836888229676,0.8990983370555844,C: Acceptable
European Journal of Cultural and Political Sociology,1.8,0.788,0.412,-0.6239102373102452,0.899001124716224,C: Acceptable
Journal of the British Academy,2.4,0.758,0.306,-0.62428085323299,0.897644043972692,C: Acceptable
Japan Forum,1.7,0.871,0.351,-0.6250965909215221,0.8946570651600129,C: Acceptable
Phenomenology and Mind,0.6,1.29,0.186,-0.6254829686996695,0.89324226938284,C: Acceptable
Studies in the Education of Adults,1.9,0.825,0.35,-0.6258520589899611,0.8918907750329216,C: Acceptable
Writing and Pedagogy,1,1.216,0.168,-0.625964130116048,0.8914804052733276,C: Acceptable
RLA,1.1,0.931,0.425,-0.6262728152573155,0.8903500958739742,C: Acceptable
Labour History,0.6,1.175,0.296,-0.6273033515912774,0.8865765909366466,C: Acceptable
"Culture, Theory and Critique",1.2,1.124,0.21,-0.628059588489762,0.8838074855920055,C: Acceptable
International Journal of Islamic Thought,1.4,0.872,0.412,-0.6284314950700132,0.8824456788603524,C: Acceptable
Journal of Political Science Education,2.1,0.776,0.348,-0.6290225590568,0.8802813855706223,C: Acceptable
International Journal of Educational Psychology,2.6,0.651,0.358,-0.6292739143692262,0.8793610002516331,C: Acceptable
Journal of Anthropological Sciences,2.2,0.665,0.432,-0.6305937696248265,0.8745280990142571,C: Acceptable
Studia Linguistica,1.1,0.947,0.401,-0.6313398676257168,0.8717961191729777,C: Acceptable
Asian Perspective,2.4,0.738,0.313,-0.6320192921910216,0.8693082768066028,C: Acceptable
Journal of Al-Tamaddun,1.1,0.978,0.368,-0.632897480082964,0.8660926246874722,C: Acceptable
International Journal of Care and Caring,2.9,0.56,0.374,-0.6329233952691268,0.8659977313006847,C: Acceptable
Entrepreneurship Education,2.1,0.745,0.372,-0.6329714809372398,0.8658216564743452,C: Acceptable
"Journal of Management, Spirituality and Religion",2.4,0.554,0.491,-0.6337082305203305,0.8631239076442008,C: Acceptable
Ethos,1.6,0.907,0.323,-0.6343423712743157,0.860801880572216,C: Acceptable
GAIA - Ecological Perspectives for Science and Society,2.3,0.625,0.44,-0.6359889920443615,0.8547724652077076,C: Acceptable
Education for Health: Change in Learning and Practice,1.7,0.831,0.372,-0.6362906087971621,0.8536680380581104,C: Acceptable
Child Language Teaching and Therapy,2.3,0.649,0.415,-0.6368593619620129,0.8515854400895034,C: Acceptable
Scottish Journal of Political Economy,2.2,0.712,0.374,-0.6378302715991069,0.8480302696520013,C: Acceptable
Anthropozoologica,1.6,0.87,0.353,-0.6382266599625006,0.846578818211551,C: Acceptable
Bereavement,2,0.886,0.247,-0.6384536449654383,0.8457476694193568,C: Acceptable
Journal of Dance Medicine and Science,2.1,0.644,0.462,-0.638613697502567,0.8451616065905335,C: Acceptable
"Historia, Ciencias, Saude - Manguinhos",0.7,1.08,0.348,-0.6388363117167603,0.8443464622732556,C: Acceptable
International Social Science Journal,2.7,0.606,0.364,-0.6388981358356386,0.8441200814944854,C: Acceptable
Studies in East European Thought,0.8,1.195,0.212,-0.6391710163012615,0.8431208777300053,C: Acceptable
Historical Research,0.7,1.274,0.155,-0.64031428111770194,0.8389345959975357,C: Acceptable
"Journal of Mental Health Training, Education and Practice",2.6,0.545,0.444,-0.6403688042786946,0.838734949065716,C: Acceptable
Asian Social Work and Policy Review,2.2,0.664,0.417,-0.6403723918042274,0.8387218126581337,C: Acceptable
Journal of Black Studies,1.9,0.832,0.319,-0.6406115559480902,0.8378460676232857,C: Acceptable
Journal of Women's Entrepreneurship and Education,3.3,0.571,0.259,-0.6416622393593651,0.8339987903276164,C: Acceptable
"Forensische Psychiatrie, Psychologie, Kriminologie",1.5,0.878,0.362,-0.6416642844137512,0.8339913019717293,C: Acceptable
"European Journal of Crime, Criminal Law and Criminal Justice",1.2,1.122,0.189,-0.6421102985108768,0.8323581364615427,C: Acceptable
T'ang Studies,0.4,1.393,0.102,-0.6424729561193443,0.8310301966005087,C: Acceptable
Multisensory Research,2.6,0.627,0.359,-0.64308763601874,0.8287794291517492,C: Acceptable
Journal of the Indian Ocean Region,2.6,0.72,0.266,-0.6440894504986902,0.8251110947497543,C: Acceptable
Advances in Neurodevelopmental Disorders,2.7,0.543,0.417,-0.6443378588032814,0.8242015004608808,C: Acceptable
Journal of East Asian Studies,2.1,0.681,0.416,-0.6445188031924922,0.8235389381391395,C: Acceptable
Political Anthropological Research on International Social Sciences,2,0.759,0.361,-0.6450394586615915,0.8216324590383595,C: Acceptable
Holocaust and Genocide Studies,0.7,1.282,0.139,-0.6452951558964302,0.8206961749440227,C: Acceptable
International Journal of Asian Studies,1.4,1.02,0.237,-0.646545383492027,0.8161182286365596,C: Acceptable
Interventions,1.3,1.006,0.273,-0.646686833828517,0.8156002813060859,C: Acceptable
Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide,1.9,0.724,0.415,-0.6467902042710854,0.8152217707552682,C: Acceptable
Population and Societies,2.1,0.795,0.3,-0.6469705081425982,0.8145615538109932,C: Acceptable
Intercultural Education,2.1,0.729,0.363,-0.6480950544736904,0.8104438133754706,C: Acceptable
Journal of Comparative Family Studies,1.7,0.712,0.468,-0.6490809715693074,0.8068336902720925,C: Acceptable
Knowledge Cultures,2.4,0.748,0.275,-0.6492584543398056,0.8061838033261461,C: Acceptable
Journal of Latin American and Caribbean Anthropology,1.1,0.914,0.404,-0.6493394995272714,0.8058870409462373,C: Acceptable
Cinta de Moebio,0.7,1.272,0.141,-0.6500821310983939,0.8031677540973475,C: Acceptable
Oriens,1,1.244,0.101,-0.6501274004765473,0.8030019916527427,C: Acceptable
Journal of Empirical Legal Studies,2,0.713,0.397,-0.6506623090072898,0.8010433222538524,C: Acceptable
Ming Studies,0.7,1.297,0.113,-0.6521869475120181,0.7954605681717006,C: Acceptable
Polis (United Kingdom),0.8,1.137,0.247,-0.6526184831946645,0.7938804181319257,C: Acceptable
University of New South Wales Law Journal,1.6,0.855,0.344,-0.6527491685490285,0.7934018888324947,C: Acceptable
Asian Journal of Law and Society,2.1,0.693,0.39,-0.6532137896578483,0.7917005902073628,C: Acceptable
Geographica Helvetica,1.9,0.754,0.375,-0.6532317417186784,0.7916348553196688,C: Acceptable
TalTech Journal of European Studies,2.4,0.745,0.271,-0.6535089977841013,0.7906196294636767,C: Acceptable
Multidisciplinary Journal of Educational Research,1.8,0.851,0.299,-0.6551807432605152,0.784498215204608,C: Acceptable
American Journal of Family Therapy,3,0.532,0.342,-0.6555793242348641,0.7830387351018077,C: Acceptable
Innovative Marketing,3.2,0.549,0.28,-0.6557897665247152,0.7822681606022918,C: Acceptable
Journal of Ethnicity in Criminal Justice,1.7,0.715,0.454,-0.6558434968003855,0.7820714169709962,C: Acceptable
International Journal of Children's Rights,2.1,0.684,0.394,-0.6561760256126253,0.7808537994320136,C: Acceptable
Archive for History of Exact Sciences,1.2,1.039,0.247,-0.6565121347338152,0.7796230719103407,C: Acceptable
Al-'Arabiyya,0.4,1.295,0.175,-0.6567132093616452,0.7788867988883399,C: Acceptable
Children and Schools,2.3,0.647,0.384,-0.6570284434694466,0.7777325092015035,C: Acceptable
Advances in Southeast Asian Studies,2.3,0.766,0.267,-0.6570866608185708,0.7775193352966943,C: Acceptable
Illness Crisis and Loss,2.3,0.67,0.361,-0.6572762040397568,0.7768252867149885,C: Acceptable
Journal of ASEAN Studies,2.3,0.67,0.358,-0.6591117154856525,0.7701042121877275,C: Acceptable
Journal of South Asian Development,2.1,0.738,0.336,-0.6592050729374466,0.7697623661084855,C: Acceptable
International Journal of Cultural Property,1.4,0.843,0.39,-0.6593227958876737,0.7693313011190435,C: Acceptable
Hispanic Journal of Behavioral Sciences,1.9,0.677,0.439,-0.6603561653502887,0.7655474221418997,C: Acceptable
Journal of Museum Education,1.4,0.86,0.371,-0.660729597562993,0.7641800290166335,C: Acceptable
Kolner Zeitschrift fur Soziologie und Sozialpsychologie,2,0.753,0.34,-0.6614944284823975,0.7613794550286229,C: Acceptable
Analisi,2.4,0.693,0.309,-0.6615145635320723,0.7613057267117677,C: Acceptable
Journal of Confucian Philosophy and Culture,0.5,1.213,0.225,-0.6616559994353962,0.7607878322310788,C: Acceptable
Revista Digital de Investigacion en Docencia Universitaria,2.3,0.803,0.223,-0.6617680922112322,0.7603773831968076,C: Acceptable
Commonwealth and Comparative Politics,2,0.831,0.261,-0.6629464971303425,0.7560624292899055,C: Acceptable
Sriwijaya Law Review,2.1,0.742,0.325,-0.6635310217727063,0.7539220810544682,C: Acceptable
Visual Anthropology Review,1,1.014,0.305,-0.6635575606378733,0.7538249039482968,C: Acceptable
Classical Receptions Journal,0.7,1.24,0.15,-0.6638096751582345,0.7529017386449469,C: Acceptable
Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie,2.8,0.479,0.423,-0.6653823143182259,0.7471432210271863,C: Acceptable
Journal of Classics Teaching,0.6,1.168,0.24,-0.6657736865641218,0.7457101370557135,C: Acceptable
Belleten,0.4,1.286,0.169,-0.6657938168027411,0.7456364263554539,C: Acceptable
Philosophy of Music Education Review,1.3,0.918,0.328,-0.6659295062469645,0.7451395736285329,C: Acceptable
World Affairs,2.8,0.622,0.28,-0.6669227387336333,0.7415026638284197,C: Acceptable
Asian Journal of Comparative Politics,2,0.783,0.301,-0.6673241287813586,0.7400328977687771,C: Acceptable
Ethnoarchaeology,1.4,0.89,0.329,-0.6683948093078498,0.7361123972295267,C: Acceptable
Banks and Bank Systems,3,0.617,0.237,-0.6687317040977788,0.7348787928322226,C: Acceptable
Law and Policy,1.8,0.746,0.38,-0.6687337539632203,0.7348712868597406,C: Acceptable
Ethics and Education,1.6,0.835,0.337,-0.6690533275879065,0.7337011072058542,C: Acceptable
Intellectual Economics,2.8,0.609,0.289,-0.669230048744942,0.7330540090525656,C: Acceptable
Journal of Social History,1.5,1.001,0.196,-0.6692982622461467,0.7328042323342628,C: Acceptable
L1 Educational Studies in Language and Literature,1.7,0.783,0.365,-0.6694245864338766,0.7323416722765599,C: Acceptable
Comparative Southeast European Studies,1.4,0.905,0.312,-0.6697800665857507,0.7310400140389877,C: Acceptable
Liquid Blackness,1.8,0.94,0.187,-0.670211723364162,0.7294594205840207,C: Acceptable
Women and Therapy,1.9,0.629,0.469,-0.6708521684876239,0.727114308863234,C: Acceptable
Journal of Empirical Theology,1.1,0.869,0.413,-0.6708808879361078,0.7270091471361994,C: Acceptable
Sound Studies,1,1.124,0.184,-0.6714727111308296,0.7248420738621092,C: Acceptable
"Law, Culture and the Humanities",1.3,1.075,0.164,-0.671903601484723,0.7232642868163947,C: Acceptable
Journal of the Economic and Social History of the Orient,0.9,1.01,0.317,-0.6723724530423011,0.7215474975979174,C: Acceptable
Journal of British Studies,1.1,1.081,0.202,-0.6725527569138141,0.7208872806536415,C: Acceptable
Iran,1.1,1.104,0.179,-0.6728005174841243,0.719980058167127,C: Acceptable
Scandinavian Journal of Work and Organizational Psychology,2.3,0.553,0.45,-0.6731472969524798,0.7187102591383314,C: Acceptable
History of Psychology,1.2,0.88,0.376,-0.6731544695980178,0.7186839951314647,C: Acceptable
Journal of Couple and Relationship Therapy,2,0.716,0.357,-0.6733326001027967,0.7180317363831609,C: Acceptable
Agraris,2.9,0.565,0.302,-0.6739703452210085,0.7156965112455116,C: Acceptable
Rethinking Marxism,1.4,0.83,0.378,-0.674478686020252,0.713835124652362,C: Acceptable
Lituanistica,0.4,1.284,0.155,-0.6755616667834329,0.709869584455266,C: Acceptable
Traditiones,1.6,0.926,0.236,-0.6761519691567571,0.7077080799581936,C: Acceptable
Dancecult,0.9,1.078,0.244,-0.6761641482976822,0.7076634837155394,C: Acceptable
Revista Electronica de LEEME,1.6,0.894,0.267,-0.6764190959466965,0.7067299443723738,C: Acceptable
Journal of Modern Italian Studies,1.4,0.926,0.279,-0.6773483285422253,0.7033273823552997,C: Acceptable
Journal of Cuneiform Studies,0.8,1.194,0.15,-0.6777059844663609,0.7020177571134593,C: Acceptable
Migration and Society,1.9,0.645,0.442,-0.6777547323019207,0.7018392576349771,C: Acceptable
Studies in Social Justice,2.2,0.737,0.284,-0.6778689912279076,0.7014208768296275,C: Acceptable
Asia Pacific Translation and Intercultural Studies,0.8,0.817,0.52,-0.6779277255934372,0.7012058097708419,C: Acceptable
Iconos,1.3,0.897,0.329,-0.67794003304671,0.7011607436881038,C: Acceptable
Journal of Disability and Religion,1,0.852,0.44,-0.6783320674600529,0.699725235064488,C: Acceptable
Asian Ethnology,0.9,1.124,0.195,-0.6784951808841984,0.6991279642152489,C: Acceptable
UUM Journal of Legal Studies,1.3,0.917,0.308,-0.6787673141695247,0.6981314963936415,C: Acceptable
Estudios Fronterizos,1.6,0.776,0.377,-0.6800426736880727,0.6934615247667254,C: Acceptable
Avances de Investigacion en Educacion Matematica,1.5,0.817,0.359,-0.6801647578049338,0.6930144905355562,C: Acceptable
International Journal of Testing,2.2,0.678,0.337,-0.6809044543958594,0.6903059506752959,C: Acceptable
